6HHD,17.1859,7,"(1, 0, 0, 0)",0,1686,1858,1.1020166073546855,1,1,1.0,0.0,0.0
6HER,14.28194,4,"(1, 0, 0, 0)",0,845,944,1.1171597633136094,1,1,1.0,0.0,0.0
6LGW,26.556804773083236,16,"(0, 1, 0, 0)",0,2902,1720,1.6872093023255814,1,2,2.0,0.0,7.0
6P50,10.678686,10,"(1, 0, 0, 0)",0,679,3297,4.855670103092783,1,2,2.0,0.0,5.0
6PZ8,49.10405,51,"(0, 1, 0, 0)",0,7556,1653,4.571082879612825,2,2,1.0,25.0,6.5
6XC2,11.632282,23,"(0, 1, 0, 0)",0,1537,3241,2.1086532205595314,1,2,2.0,0.0,0.0
6YIO,9.829489,3,"(1, 0, 0, 0)",0,1066,3223,3.023452157598499,1,2,2.0,0.0,1.5
6ZDG,24.986256,35,"(0, 1, 0, 0)",0,2988,6514,2.180053547523427,1,2,2.0,0.0,2.0
7A5S,32.505527,7,"(0, 1, 0, 0)",0,4948,3328,1.4867788461538463,1,2,2.0,0.0,1.0
7JVA,18.823719,10,"(0, 1, 0, 0)",0,1495,1714,1.1464882943143813,1,2,2.0,0.0,3.5
7KFW,13.159966,39,"(0, 1, 0, 0)",0,1545,3281,2.1236245954692556,1,2,2.0,0.0,4.0
7NP1,11.87305,45,"(0, 1, 0, 0)",0,1368,3267,2.388157894736842,1,2,2.0,0.0,3.0
7SOC,15.375951,12,"(0, 1, 0, 0)",0,1589,1774,1.1164254247954688,1,2,2.0,0.0,12.5
7S0E,33.91864299954573,17,"(0, 1, 0, 0)",0,4909,3327,1.4755034565674783,1,2,2.0,0.0,4.5
7SWN,20.563452,12,"(0, 1, 0, 0)",0,1536,1747,1.1373697916666667,1,2,2.0,0.0,6.0
7VNG,14.406889,3,"(0, 1, 0, 0)",0,980,2949,3.009183673469388,1,2,2.0,0.0,10.0
7VYR,15.142525,18,"(0, 1, 0, 0)",0,1484,3256,2.1940700808625335,1,2,2.0,0.0,2.5
7WRV,19.465425,9,"(0, 1, 0, 0)",0,2966,3393,1.1439649359406607,1,2,2.0,0.0,8.0
7X7O,15.434841,40,"(0, 1, 0, 0)",0,1371,1751,1.2771699489423778,1,2,2.0,0.0,7.5
7ZF9,16.213036,25,"(0, 1, 0, 0)",0,1555,3262,2.097749196141479,1,2,2.0,0.0,2.5
8GZ5,13.93298,5,"(0, 1, 0, 0)",0,1542,906,1.7019867549668874,1,1,1.0,0.0,0.0
6JB8,14.23776,9,"(1, 0, 0, 0)",0,1001,953,1.050367261280168,1,1,1.0,0.0,0.0
6ORN,41.67125,29,"(0, 1, 0, 0)",0,4472,1865,2.3978552278820375,2,2,1.0,159.0,13.0
6OTC,15.032848,11,"(0, 1, 0, 0)",0,943,3276,3.4740190880169672,1,2,2.0,0.0,0.5
6P4B,17.158676,20,"(1, 0, 0, 0)",0,986,3126,3.1703853955375254,1,2,2.0,0.0,2.5
6PXH,27.522842,24,"(0, 1, 0, 0)",0,2647,3267,1.2342274272761617,1,2,2.0,0.0,2.5
6PZW,24.337744714336186,59,"(0, 1, 0, 0)",0,3054,1747,1.7481396680022896,1,2,2.0,0.0,7.0
6JHT,35.40794786337354,8,"(0, 1, 0, 0)",0,5696,3263,1.7456328532025742,3,2,1.5,18.354533197248273,2.0
6OEJ,27.21408235446683,11,"(0, 1, 0, 0)",0,2497,3354,1.3432118542250702,1,2,2.0,0.0,6.0
6OFI,19.304995,13,"(0, 0, 0, 0)",0,2456,3261,1.3277687296416938,1,2,2.0,0.0,0.5
6QD7,24.791622745388096,31,"(0, 1, 0, 0)",0,3004,1733,1.733410271206001,2,2,1.0,63.0,6.0
6QFA,20.459095,50,"(0, 0, 1, 0)",0,2728,940,2.902127659574468,1,1,1.0,0.0,0.0
6PZZ,24.94955907254245,36,"(0, 1, 0, 0)",0,3054,1742,1.7531572904707233,1,2,2.0,0.0,6.0
6Q0O,14.546255,11,"(0, 1, 0, 0)",0,1721,3298,1.9163277164439279,1,2,2.0,0.0,10.5
6QB6,9.630921,7,"(1, 0, 0, 0)",0,1265,3164,2.5011857707509884,1,2,2.0,0.0,1.5
6QFC,17.80021,3,"(1, 0, 0, 0)",0,1150,1765,1.5347826086956522,1,1,1.0,0.0,0.0
6SV2,21.24735,7,"(1, 0, 0, 0)",0,848,3189,3.76061320754717,1,2,2.0,0.0,1.0
6TYS,21.606619,27,"(0, 1, 0, 0)",0,3445,1741,1.9787478460654797,1,2,2.0,0.0,6.5
6U12,6.817916,6,"(0, 0, 1, 0)",0,3259,1706,1.91031652989449,1,1,1.0,0.0,0.0
6U54,12.4356985,3,"(0, 1, 0, 0)",0,816,859,1.0526960784313726,1,1,1.0,0.0,0.0
6UUH,16.125496,19,"(0, 0, 1, 0)",0,459,3349,7.296296296296297,1,2,2.0,0.0,5.5
6VN0,34.78903,48,"(0, 1, 0, 0)",0,4408,1774,2.4847801578354,2,2,1.0,149.0,9.0
6VO1,38.55687368362491,24,"(0, 1, 0, 0)",0,4503,1708,2.636416861826698,2,2,1.0,155.5,5.5
6W4S,18.275492,11,"(1, 0, 0, 0)",0,3216,1770,1.8169491525423729,1,2,2.0,0.0,3.5
6W52,36.583134,14,"(0, 1, 0, 0)",0,3449,3183,1.083568960100534,2,2,1.0,150.5,0.5
6WIZ,25.02611321746025,12,"(0, 1, 0, 0)",0,3921,3367,1.1645381645381645,2,2,1.0,74.5,5.5
6WJ1,25.571344732194635,26,"(0, 1, 0, 0)",0,3919,3392,1.1553655660377358,2,2,1.0,77.5,6.5
6X97,36.982082,51,"(0, 1, 0, 0)",0,4311,1703,2.53141514973576,2,2,1.0,155.0,3.5
6XZF,12.123397,11,"(1, 0, 0, 0)",0,3530,1905,1.853018372703412,1,1,1.0,0.0,0.0
6Z3P,31.937640241138816,17,"(0, 1, 0, 0)",0,12837,3461,3.709043629008957,4,2,2.0,90.4830785285293,6.5
6Z3Q,31.011377919026025,13,"(0, 1, 0, 0)",0,12825,3403,3.7687334704672346,4,2,2.0,90.24688360270397,7.0
6ZDH,28.853815,31,"(0, 1, 0, 0)",0,15447,6514,2.3713540067546823,1,2,2.0,0.0,2.0
6ZTR,28.95347636461114,21,"(1, 0, 0, 0)",0,1643,3356,2.042604990870359,1,2,2.0,0.0,9.5
7CQC,15.5714655,9,"(0, 0, 1, 0)",0,1444,3230,2.236842105263158,1,2,2.0,0.0,0.5
7CJ2,20.386776,21,"(1, 0, 0, 0)",0,2809,2852,1.0153079387682449,1,2,2.0,0.0,10.0
7DUO,17.819723,8,"(1, 0, 0, 0)",0,1868,3217,1.7221627408993576,1,2,2.0,0.0,1.5
7KF0,13.505752,15,"(1, 0, 0, 0)",0,770,3292,4.275324675324676,1,2,2.0,0.0,0.5
7KF1,18.082443,48,"(1, 0, 0, 0)",0,770,3363,4.367532467532468,1,2,2.0,0.0,4.0
7L5J,26.206532,17,"(0, 1, 0, 0)",0,2344,3276,1.3976109215017065,1,2,2.0,0.0,5.0
7LVW,22.86338953987532,39,"(0, 1, 0, 0)",0,3780,939,4.02555910543131,1,1,1.0,0.0,0.0
7KET,21.762794,16,"(0, 0, 1, 0)",0,3656,6370,1.7423413566739605,1,2,2.0,0.0,4.0
7M3N,24.097395,12,"(0, 1, 0, 0)",0,4238,1766,2.3997734994337487,1,2,2.0,0.0,5.5
7MPG,28.706462311858782,27,"(0, 1, 0, 0)",0,3497,3277,1.0671345743057674,1,2,2.0,0.0,1.5
7MMN,29.75722294669525,36,"(0, 1, 0, 0)",0,3449,3341,1.032325651002694,2,2,1.0,150.5,3.0
7ND0,31.840921,16,"(0, 0, 1, 0)",0,23385,6576,3.5561131386861313,5,2,2.5,265.0693494163367,3.0
7NFD,18.73119,14,"(1, 0, 0, 0)",0,8810,1748,5.040045766590389,2,2,1.0,0.0,5.5
7OM4,32.391968,6,"(1, 0, 0, 0)",0,5108,998,5.118236472945892,2,1,2.0,283.5,0.0
7O9W,31.995537,7,"(0, 0, 0, 0)",0,9089,3427,2.652173913043478,1,2,2.0,0.0,2.5
7SBG,18.19661,12,"(1, 0, 0, 0)",0,918,2803,3.053376906318083,1,2,2.0,0.0,4.0
7SD3,36.921825,23,"(1, 0, 0, 0)",0,14057,3260,4.311963190184049,6,2,3.0,138.5,3.0
7SJO,16.77591,32,"(1, 0, 0, 0)",0,1481,3276,2.212018906144497,1,2,2.0,0.0,4.5
7SGM,11.193631,36,"(1, 0, 0, 0)",0,1030,3119,3.028155339805825,1,2,2.0,0.0,2.0
7SJN,16.471703,31,"(1, 0, 0, 0)",0,3012,3342,1.1095617529880477,1,2,2.0,0.0,5.5
7T25,29.654203,16,"(0, 0, 1, 0)",0,1830,3255,1.778688524590164,1,2,2.0,0.0,1.0
7SHY,20.468483,40,"(1, 0, 0, 0)",0,1646,1805,1.0965978128797085,1,2,2.0,0.0,3.5
7TEE,35.168053,22,"(1, 0, 0, 0)",0,12305,1725,7.133333333333334,2,2,1.0,9.5,5.5
7SU0,12.627704,19,"(1, 0, 0, 0)",0,873,3260,3.734249713631157,1,2,2.0,0.0,1.5
7SU1,13.02727,12,"(1, 0, 0, 0)",0,833,3274,3.930372148859544,1,2,2.0,0.0,0.5
7YQX,14.575056,16,"(0, 1, 0, 0)",0,25640,1774,14.453213077790304,3,2,1.5,0.0,7.5
7UED,28.714708,9,"(1, 0, 0, 0)",0,4555,6400,1.4050493962678376,1,2,2.0,0.0,3.5
7Z2M,14.124453,23,"(1, 0, 0, 0)",0,1668,3297,1.9766187050359711,2,2,1.0,0.0,2.0
7Z4T,13.737361,9,"(1, 0, 0, 0)",0,2409,6410,2.6608551266085514,1,2,2.0,0.0,0.5
7WO5,23.268852,12,"(0, 1, 0, 0)",0,8338,3320,2.51144578313253,1,2,2.0,0.0,5.0
8GV6,25.5663046406746,16,"(0, 1, 0, 0)",0,3831,1752,2.1866438356164384,2,2,1.0,73.0,8.5
8B7W,15.493827,1,"(1, 0, 0, 0)",0,856,933,1.0899532710280373,1,1,1.0,0.0,0.0
8F8X,18.18267,16,"(1, 0, 0, 0)",0,1661,923,1.799566630552546,1,1,1.0,0.0,0.0
8GV7,21.55870202008121,12,"(0, 1, 0, 0)",0,3909,1752,2.231164383561644,2,2,1.0,76.0,8.5
